,ABV,Beer Name,Beer Style,Brewery Name,name,creditCard,email,purchase,saleType,date
706,6.0,HAMMERHEAD 7 SEAS,"Sweet, fruity juice bomb, casked especially for the festival",TENBY BREWING CO,"Crosby, Salazar and Bradford",3112568474032591,robertssteve@yahoo.com,35.54,bottles or cans,2019-02-06
707,5.6,INTERGALACTIC,"Juicy, hoppy, pale wheat beer,  casked especially for the festival",TENBY BREWING CO,"Nguyen, Maxwell and Harris",376402097843225,michellesanchez@anderson-werner.biz,77.34,draught,2019-03-25
708,4.6,SIR GALAHAD,"Red ale, complex malt character, a rich ruby red colour",TENBY HARBWR,Mills PLC,180055470857919,gibsonkimberly@hotmail.com,15.6,bottles or cans,2019-02-20
709,4.2,NORTH STAR,"Malty amber ale, spicy blackcurrant and lemon aroma",TENBY HARBWR,Cruz-Perkins,4894730008265939,davidshannon@browning-yu.com,62.84,draught,2019-01-02
710,4.8,ANY PORTER IN A STORM,"Traditional English porter, with intense malty & treacle aroma",THIRST CLASS,Brown Ltd,3112802225141991,asmith@yahoo.com,98.25,bottles or cans,2019-04-13
711,6.0,HOPFORDIAN,"Fruity IPA full of American hops Cascade, Willamette and Simcoe",THIRST CLASS,"Perez, Graham and Baker",869960223881736,cody97@lopez-kelly.com,25.91,bottles or cans,2019-03-22
712,4.4,NEW ZEALAND PALE ALE,Session pale brewed with healthy dose of Rakau& Wai-iti hops,THIRST CLASS,Lowe PLC,3158927526030554,stephen72@fernandez-bell.com,96.99,draught,2019-02-27
713,5.0,FLIGHT OF THE UNICORN v2,"Nelson Sauvin, Citra & Simcoe IPA",THREE BLIND MICE,Evans-Miranda,347090695022296,kevin42@campbell.info,44.5,draught,2019-04-22
714,5.3,MILK WORM,Chocolate and Vanilla milk porter,THREE BLIND MICE,Myers-Vance,345837371284588,michaelwilson@gmail.com,25.81,bottles or cans,2019-04-17
715,7.4,UPSIDE DOWN IPA,"Black IPA hopped with Citra, Mosaic, Summit & Nelson Sauvin ",THREE BLIND MICE / BAKERS DOZEN,Williams-Hampton,4230712247919503,vchambers@manning.org,92.19,draught,2019-04-28
716,4.1,THAIPA,"Crisp hoppy ale with spicy, citrus flavours",THREE BROTHERS,"Anderson, Sutton and Dixon",30520388490428,reyesthomas@rollins.com,53.77,bottles or cans,2019-03-02
717,5.6,HEART 'N' SOUL MOSAIC PALE,Mosiac hopped IPA,THREE KINGS,Gonzalez-Hurley,4042599693789532,jennifer92@johnson-long.biz,83.31,bottles or cans,2019-02-09
718,4.6,T.A.PALE,Copper coloured best bitter,TIPSY ANGEL,"Graham, Chapman and Nelson",869978259662846,brownchristopher@flynn-williams.com,14.05,draught,2019-03-13
719,5.0,SHORT & STOUT,"Stout, with a chocolate body and hoppy punch",THREE BROTHERS,Tran PLC,210094840341787,stephanie09@hotmail.com,48.19,draught,2019-04-29
720,3.7,THE EX WIFE BITTER,Session bitter with subtle notes of toffee,THREE BROTHERS,Jones Group,6011066704545438,frederickrodriguez@winters.info,59.94,bottles or cans,2019-02-12
721,4.1,DARK SIDE OF THE TOON ,Dry stout with dark chocolate and roast coffee notes,THREE KINGS,Torres-Reynolds,502042639760,donald69@gmail.com,74.89,bottles or cans,2019-04-23
722,3.9,RIDE THE PINE,Citrus pale ale,THREE KINGS,Jones Ltd,30335360773174,danielletaylor@gmail.com,22.68,bottles or cans,2019-01-26
723,3.8,SUPER MAC,Hoppy golden ale,THREE KINGS,Clayton Inc,4714256970520521,audreymorris@graham-green.net,84.74,bottles or cans,2019-02-07
724,4.2,JADE HOP,A pale ale brewed with NZ hops,TIGERTOPS,Moreno Group,3337430255968957,tjoyce@hotmail.com,6.99,bottles or cans,2019-03-26
725,4.9,TASMAN BAY,A pale ale with Australian hops,TIGERTOPS,Wolf Group,6011084048268229,brownelizabeth@ballard.net,48.77,bottles or cans,2019-02-13
726,5.0,OATMEAL STOUT,Traditional oatmeal stout,TIPSY ANGEL,Fischer and Sons,210028793262178,joshuabanks@long.com,70.67,draught,2019-03-14
727,4.2,BLACK LACE,Chocolate milk stout with roasted coffee & dark chocolate notes ,TOM HERRICK'S,Mahoney-Hickman,4011076841284432,danielteresa@meyer.com,68.14,bottles or cans,2019-01-11
728,5.0,GAUCHO,"South American IPA, brewed with a hint of green tea and apricot",TOMOS A LILFORD,Sanchez Group,4766705569376,nicolasbranch@gmail.com,0.79,bottles or cans,2019-02-08
729,3.8,HOP CLUB,Fresh green hopped pale ale,TOMOS A LILFORD,"Harrison, Lutz and Lee",4948953005603292,rgould@gmail.com,24.01,draught,2019-04-29
730,4.2,BICYCLE BLONDE,Blonde ale,TOMOS WATKIN,Stafford-Williams,3096256777207256,harrisonbenjamin@gmail.com,13.1,bottles or cans,2019-01-06
731,5.7,EL CAPITAN,"New England IPA, packed full of citrus & tropical hops",TRACK,Reynolds Inc,60471687115,carpenterkari@gmail.com,83.15,bottles or cans,2019-01-18
732,3.8,SONOMA,Pale with smooth citrus aroma,TRACK,Martin PLC,4246004557869,rosariobilly@hotmail.com,63.93,draught,2019-03-18
733,5.6,TOBA,"Oatmeal Stout, coffee and chocolate come through really nicely",TRACK,Weaver-Jordan,30262856321500,james56@roberts.com,4.99,bottles or cans,2019-04-21
734,4.3,CLASSIC,"Best Bitter, deep amber, malty beer",TREEN'S,Savage-Hayes,348434720877564,nmurphy@hotmail.com,51.78,draught,2019-04-23
735,4.4,DARK ARTS,"Rich & dark traditional porter, coffee, chocolate and caramel",TROUBLE BREWING,Savage-Dennis,3337606641959590,robin81@hart-reynolds.com,59.26,draught,2019-03-07
736,4.5,PILSNER,Classic cask pilsner with German hops,TRYST,Martin-Andrade,343076140197639,brownelijah@yahoo.com,43.66,draught,2019-05-02
737,5.9,CLOUD CUCKOO,"Deep ruby, full-bodied, plum and soft fruits notes",TREEN'S,"Cunningham, Howard and House",6011043501481125,tbaker@jimenez.biz,10.37,draught,2019-01-28
738,5.3,RUBY IPA,Full bodied ruby ale with a powerful hop bite and nose,TREEN'S,Robbins PLC,6011360564096396,xcunningham@turner-hall.net,49.92,draught,2019-02-16
739,4.6,BLOOD BROTHER,Blood orange black IPA,TROUBLE BREWING,"Cook, Rubio and Gibson",503804638412,christina87@yahoo.com,80.47,bottles or cans,2019-02-20
740,3.7,WALK ON THE MILD SIDE ,Mild with chocolate & roast notes. Aroma of toasty chocolate,TROUBLE BREWING,Jones LLC,4947381350303,mlloyd@gmail.com,88.72,draught,2019-02-12
741,4.4,GRAFITTI,"Session pale ale, flavourful punch beyond it’s modest ABV",TROUBLE BREWING,Davis-Durham,4441886183220061,tjones@haynes-pollard.info,48.01,bottles or cans,2019-02-18
742,5.5,SABOTAGE,Amber English hopped IPA,TROUBLE BREWING,"Chen, Hayes and Rodgers",376230011699518,glen31@hotmail.com,91.55,draught,2019-01-05
743,4.4,COCONUT & CHOCOLATE PORTER,Rich chocolate porter with toasted coconut,TRYST,Finley PLC,372719059432265,janetsmith@yahoo.com,34.79,draught,2019-01-20
744,5.5,RAJ IPA,Traditional IPA recipe loaded with hops,TRYST,"Wright, Matthews and Murphy",180003116806346,palmererica@clay.net,49.29,bottles or cans,2019-03-27
745,5.0,CHAOS THEORY,Honey & Marigold Oatmeal Pale,TURNING POINT,"Johnson, Arnold and Hinton",374643256942009,stephanieballard@yahoo.com,60.12,draught,2019-04-06
746,5.0,LUCID DREAM,Cookie & Cream Stout with Cacao nibs and chocolate malt,TURNING POINT,Hernandez PLC,30347037160602,cherylabbott@gmail.com,37.44,bottles or cans,2019-04-21
747,6.0,SUMMER GROVE,"Tangy, zesty, white IPA  with rose petals, oranges & gooseberries",TURNING POINT,Mason-Morris,6011450577837603,tiffany85@yahoo.com,85.93,bottles or cans,2019-03-08
748,5.8,DAYWALKER,"Oatmeal stout, floral hop aroma, roasted barley, hint of coffee",TWISTED ANGEL,"Walker, Foster and Hardin",3096699623015466,brenda94@hotmail.com,65.95,draught,2019-02-16
749,4.0,SHAPESHIFTER,American pale ale,TWISTED ANGEL,"Walker, Martin and Pruitt",503828836331,tiffany06@foster-travis.biz,8.87,bottles or cans,2019-04-02
750,5.0,AMARILLO SINGLE HOPPED ALE,Single hopped IPA with Amarillo hop,TWO BY TWO,"Ho, Alexander and Simmons",30370142549105,carmenwilliams@gmail.com,40.13,draught,2019-03-09
751,5.5,BIRTHDAY BEER MOSAIC AND CITRA JUICE BOMB,"Brewery 3rd birthday beer, tropical juice bomb",TWO BY TWO,Powell Inc,5390918972078646,lpatel@hotmail.com,5.21,bottles or cans,2019-03-29
752,5.0,OUSEBURN FARM CHARITY BEER,"Charity beer packed with Chinook, Equinox and Citra",TWO BY TWO,Atkinson-Liu,4076950445326,curtislisa@price.org,32.82,draught,2019-04-26
753,6.2,SOUTHPAW IPA,"Fruity, hoppy, English IPA",TWO BY TWO,"Harrell, Higgins and Bailey",869957786863606,patricktodd@hughes.com,21.34,bottles or cans,2019-03-22
754,3.4,BUCKEYE SESSION BITTER,"Easy drinking, copper-coloured beer",UNITY (Worcs),Brown Ltd,3337684600062409,georgemacias@chen-cantu.net,23.28,bottles or cans,2019-04-06
755,3.8,SEBRIGHT,Straw-coloured ale with fruity hop aromas,UNITY (Worcs),Bartlett-Peters,5528949456383850,jsanchez@santana.com,46.55,bottles or cans,2019-01-10
756,4.9,MALT FEAKES,Best bitter with complex malt flavours,URBAN CHICKEN,"Garner, Dean and Snyder",30546548731070,youngcindy@long.org,73.36,bottles or cans,2019-04-04
757,4.4,GREEN HOP IPA,Fresh green hopped IPA,TYNEBANK,Hernandez Inc,210014973850537,stevencastro@hotmail.com,8.61,bottles or cans,2019-03-14
758,5.0,FRIZZLE BRITSH IPA,"Rich golden in colour with a fruity, floral hop aroma ",UNITY (Worcs),Kennedy-Callahan,3088672606615735,reynoldslisa@hotmail.com,57.92,draught,2019-01-22
759,4.0,PEKIN PALE,"Golden ale, fruity and hoppy",UNITY (Worcs),"Hansen, James and Franklin",379836984024802,pcollins@smith.net,70.86,bottles or cans,2019-03-28
760,4.2,MONNOW,Chestnut coloured English bitter,UNTAPPED,Palmer-Rodriguez,4945889597037,marymurphy@beard-franco.com,58.88,bottles or cans,2019-01-17
761,4.0,SUNDOWN,"Golden colour, distinct flavour, Goldings & Challenger hops",UNTAPPED,"Jones, Herrera and Butler",6011795074686303,usantos@marshall-johnson.net,15.65,draught,2019-04-23
762,4.9,"TRIPLE ""S""","Intense black stout, rich upfront flavours",UNTAPPED,"Weaver, Davis and Shannon",6011921160158235,njenkins@sherman.com,28.89,draught,2019-02-21
763,4.5,UPA,"IPA, distinctly hoppy, with  aromas from Styrian Goldings hops",UNTAPPED,"Walton, Olson and Wise",4566300378638656,chanson@hotmail.com,33.23,draught,2019-03-27
764,6.5,BIRD FLUID,American IPA with refreshing citrus finish,URBAN CHICKEN,Martinez Ltd,4761963656261765,thomaselizabeth@gmail.com,89.23,bottles or cans,2019-04-26
765,4.5,BODY POP,Session IPA with tropical fruit flavours from Australian hops,URBAN CHICKEN,Adams-Ellison,3337500814900020,cohensharon@hotmail.com,30.12,draught,2019-02-27
766,4.9,PIT PONY STOUT,Oatmeal Stout with coffee and chocolate notes,URBAN CHICKEN,Proctor PLC,30325623350308,robertsonjulia@gmail.com,96.66,draught,2019-04-04
767,4.6,DSB (Dolly's Special beer),Light refreshing Summer ale,URBAN ISLAND,Gray-Jones,30076285146423,phillip54@boone-barton.com,5.14,draught,2019-01-11
768,4.5,ADMIRAL GARDNER,"Pale ale,  tropical fruits and mango, a fruity balanced bitter",UTTOXETER,"Vega, Bailey and Black",6011568964394712,ycarter@velez.com,72.4,draught,2019-02-09
769,5.2,AMERICAN IPA,"American IPA, powerful in strength, bitterness and fruitiness",UTTOXETER,Coffey Group,5155618499748862,englishherbert@gmail.com,89.96,bottles or cans,2019-03-15
770,3.7,BUNTINGS BLONDE ,"Blonde low alcohol ale, lemon-grapefruit, citrusy flavour",UTTOXETER,"Rios, Williams and Martinez",343911458349978,ryan41@johnson-grant.net,73.92,draught,2019-02-09
771,4.7,FULL GALLOP,"English brown ale, malty beer with sweetness & toffee notes",UTTOXETER,Miller PLC,869997050525986,lbrewer@hotmail.com,81.36,bottles or cans,2019-03-29
772,4.8,PADDOCK PORTER,"Chocolaty, dominated by a distinctive dark grain flavour",UTTOXETER,Scott-Hernandez,347157277732186,sancheztiffany@gomez.info,35.71,bottles or cans,2019-03-05
773,4.2,PARADYM SHIFT,American amber / red ale,VALE OF GLAMORGAN,Wilson LLC,4267649362227948,melissapaul@hopkins.biz,35.9,draught,2019-02-10
774,3.8,SESSION,"Classic session bitter, tangy and moreish",VOLDEN,Lopez Ltd,5211854711913784,fhunter@silva.com,89.64,draught,2019-02-06
775,3.8,PALE,"Pale session ale, Target and Fuggles with crushed Elderflower",WELL DRAWN,Werner-Tucker,869905309679496,jessica17@gmail.com,3.75,draught,2019-04-18
776,4.7,CHAOS,Monstrously hopped pale ale,VALE OF GLAMORGAN / CASK BEER CO,"Kelly, Becker and Nunez",30378442961011,krystal20@thomas.org,77.21,bottles or cans,2019-01-16
777,4.8,JUNIPER,Red rye autumnal beer with Juniper berries,VOLDEN,Ryan PLC,6011492521629306,davisdustin@armstrong-adkins.biz,9.34,draught,2019-03-22
778,4.6,PALE ALE,Straw coloured with a long hop finish,VOLDEN,"Johnson, Johnson and Brown",869927910732647,strongjennifer@hotmail.com,38.55,draught,2019-01-31
779,5.5,GINGER WEAL,Strong golden ale. The addition of ginger gives a spiciness kick,WEAL ALES,"Cardenas, Acevedo and Bolton",3112379803409744,christopherwalter@ritter.com,10.22,draught,2019-02-09
780,4.1,WEALD WOOD,Multi hopped session beer made with extra pale malt,WEAL ALES,Johnson Ltd,3088006262390640,dbrown@holmes-jones.com,58.98,bottles or cans,2019-03-21
781,4.6,WELLER WEAL,"Pale ale made with extra pale malt, lots of Mosaic & Citra hops",WEAL ALES,Richards-Herring,3112423945357716,teresathomas@walter.com,30.36,draught,2019-03-25
782,4.4,GOLD,"Golden, refreshing, bold in flavour using Celeia hops",WELL DRAWN,Lopez and Sons,60447494638,dlewis@gmail.com,83.92,draught,2019-02-23
783,4.1,GRISETTE,"Grisette - similar to a saison, but with a cheeky dry hop!",WEST BY THREE,Bishop-Bond,503821288480,marypham@hotmail.com,59.11,bottles or cans,2019-01-11
784,4.5,CHOCOLATE MILK STOUT,Choco milk Stout,WEST BY THREE,Mills Group,5319635681582159,fwalker@hotmail.com,25.41,bottles or cans,2019-02-09
785,4.2,EARL GREY BITTER,"Golden brown English bitter with a hoppy, fruity aroma",WHIM,Gutierrez-Lynch,4905962203243091,josephmiles@hotmail.com,62.86,bottles or cans,2019-01-08
786,4.9,SNOW WHITE,Bavarian style coriander wheat beer (Cloudy),WHIM,"Anderson, Summers and Webb",869967497096800,daniellehoover@rodriguez.biz,4.6,draught,2019-02-11
787,3.9,BLACK BEAUTY,"Rich Ruby in colour, using chocolate malt and English fuggle hops",WHITE HORSE,"Jennings, Hughes and Mueller",589327669315,utaylor@gmail.com,29.06,draught,2019-04-07
788,4.3,OXFORD DARK BLUE,A dark chestnut coloured beer with a smooth rich flavour,WHITE HORSE,Young-Thomas,30186637748329,qwhite@yahoo.com,48.97,bottles or cans,2019-04-14
789,4.5,BELFAST ALE,"Russet ale, rich fruitiness is followed by a gentle hop flavour ",WHITEWATER,"Burns, Bennett and Reese",348307194300232,salasjames@hotmail.com,29.83,bottles or cans,2019-01-07
790,5.0,CLOTWORTHY DOBBIN,A dark Irish porter,WHITEWATER,"Howard, Harper and Adams",376123198876829,parkercatherine@yahoo.com,28.61,bottles or cans,2019-03-29
791,3.7,COPPERHEAD,Copper coloured with very intense flavour of hops and spice,WHITEWATER,Wiggins-Jones,30188846127774,courtneywalker@hotmail.com,34.82,draught,2019-03-19
792,6.0,HOPPELHAMMER,Muddy orangy beer beer with tastes of hops and exotic fruits,WHITEWATER,Rodriguez-Hamilton,4604824302792929,woodhaley@sellers-perez.net,83.21,bottles or cans,2019-04-28
793,4.5,KING OF HEARTS,Blonde ale,WILD CARD,Mullins-Moore,210087490511865,bgardner@reese-mcintosh.com,54.9,draught,2019-03-02
794,3.8,NEW ZEALAND PALE ALE,New Zealand Pale ale,WILD CARD,"Walker, Freeman and Alexander",4543565477952,corywalker@jackson.org,27.92,draught,2019-03-10
795,4.0,QUEEN OF DIAMONDS,Session IPA,WILD CARD,Trevino LLC,6011868648140535,brandidaniel@medina-reyes.net,72.26,bottles or cans,2019-01-06
796,4.5,AMERICAN SESSION IPA,Golden American session IPA with Cascade hops,WINDMILL HILL,"Robertson, Atkinson and Love",4460616612812055,parkerricky@yahoo.com,40.23,bottles or cans,2019-01-01
797,4.2,CHESTERTON IPA,"Golden amber in colour, hints of roast malts and light fruits",WINDMILL HILL,Humphrey Inc,6011639278066112,danielleward@hotmail.com,77.09,bottles or cans,2019-03-10
798,3.8,MALTHOUSE DORMOUSE,Golden charity beer for Warwickshire Wildlife Trust,WINDMILL HILL,Byrd LLC,210021652841133,ryanregina@gmail.com,1.12,draught,2019-03-29
799,4.0,THE AMBER POST,Classic amber ale with a hoppy twist,WINDMILL HILL,Boyd PLC,4430094253619774,npope@hotmail.com,85.7,bottles or cans,2019-01-20
800,4.0,CANBERRA,Chestnut brown autumn ale with full tropical fruit hop,WINDSOR & ETON,Hughes Group,4223076890767,morgandavis@duncan-garcia.com,85.06,bottles or cans,2019-02-26
801,5.0,CONQUEROR BLACK IPA,"Dark, complex, intense. Roast and smokey with Cascadian hop",WINDSOR & ETON,"Coleman, Santiago and Ramirez",60487008488,schmidtbonnie@hotmail.com,5.4,draught,2019-01-20
802,3.8,KNIGHT OF THE GARTER,Sunshine in a glass - grapefruit zestiness,WINDSOR & ETON,Conner Ltd,210004794049468,pcarter@webster.com,49.79,draught,2019-01-24
803,4.0,BLONDE SUMMIT,Blonde ale brewed with Summit hops,WITHNELL'S,Pace LLC,4581899740216,dustin82@myers.com,75.74,bottles or cans,2019-03-13
804,4.2,SINGLE HOP - NORTHERN BREWER,Single hop IPA using Northern Brewer hops,WITHNELL'S,"Campbell, Ramos and Rodriguez",4697463937994,ikelly@gmail.com,68.81,bottles or cans,2019-02-25
805,7.0,REDRUTH RED,"Flanders red style with wild yeasts, complex sour and fruity",WOODMAN'S WILD ALE,Krause-Kim,342358536004202,lisarivera@yahoo.com,18.59,bottles or cans,2019-05-02
806,3.8,SLAD VALLEY BITTER,English bitter brewed with English hops,WOOLPACK INN,"Dunn, Brown and Foley",30570134043161,george96@yahoo.com,24.6,bottles or cans,2019-01-20
807,4.2,DR KELLYS SICK NOTE,Blonde ale,WORKING HAND,Sandoval Inc,30339924696608,christopherrichards@gray-mejia.com,29.2,draught,2019-03-01
808,3.8,LUCKY CROWN BITTER,Malty character complimented with subtle fruit flavours,WORKING HAND,"Christensen, Bailey and Luna",180041109702593,gravestonya@clark-garcia.org,84.47,draught,2019-01-27
809,4.0,MORE CHOKE JACKIE ,Golden session ale,WORKING HAND,Mccarthy Inc,4326398855758956,carlathompson@wright-walton.com,53.87,bottles or cans,2019-04-12
810,5.6,CHOCOLATE CHERRY STOUT,Chocolate cherry stout brewed with home grown cherries,XTREME,Hester-Morton,676109804713,frankmiller@gmail.com,16.66,draught,2019-04-02
811,4.0,ROUTE 701,Traditional golden session ale,XTREME,Vang-Cooper,4929511391134,lisawilliams@yahoo.com,49.34,bottles or cans,2019-04-27
812,4.5,YANKEE PIGEON,"American IPA using Centennial, Simcoe, Cascade & Mosaic hops",XTREME,Dyer-Perez,6011516509877782,emurillo@smith-harrison.com,84.52,bottles or cans,2019-03-26
813,4.1,CRAZY HORSE,"US hopped amber bitter, with mosaic & williamette hops",YORKSHIRE,Goodman Group,676109887502,robert27@hotmail.com,87.39,draught,2019-02-28
814,4.0,MUTINY,"London porter, distinctive coffee aroma and chocolate flavour",YORKSHIRE,"Willis, Oconnor and Juarez",210031514279125,abarton@hotmail.com,65.99,draught,2019-01-22
815,3.8,FENMAN BITTER,Traditional copper coloured bitter,8 SAIL,Warren-Sutton,210013813892220,amanda60@martin.info,36.03,draught,2019-02-08
816,5.5,OKTOBERFEST,German marzen style beer,8 SAIL,"Jenkins, Malone and Campbell",378258421429877,gonzalezanthony@hotmail.com,53.43,draught,2019-03-05
817,5.0,VICTORIAN PORTER,Very dark ruby red brew with rich malt flavours,8 SAIL,Wilson and Sons,210038660145240,lisathomas@gmail.com,68.54,draught,2019-02-02
818,4.0,CHOCOLATE ORANGE ,Stout with bitter chocolate and orange flavours,AMBER,Wilson-Taylor,869933883843650,thomas03@johnson-schmidt.com,28.82,bottles or cans,2019-04-01
819,5.5,THROAT LOZENGE,"Fiery strong ale, with honey, lemon and ginger",AMBER,"Beck, Navarro and Cummings",3088178073140850,byrdhenry@hall-stephens.net,51.53,draught,2019-03-30
820,4.8,LIME STOUT,Dark stout with fresh lime zest,AMBER,"Gaines, Roberts and Weber",30073538840688,dawn40@mora.info,75.43,draught,2019-04-08
821,4.7,BACK YARD BITTER,Traditional copper bitter  ,ANSTEY,Robinson-Rodriguez,3528052678485820,smithjeffrey@coleman.com,80.46,bottles or cans,2019-03-12
822,4.7,DARKROOM OATMEAL STOUT,Rounded Oatmeal stout made with 6 types of grain & triple hopped     ,ANSTEY,Powell-Richard,869929689236784,melanieanderson@hotmail.com,11.92,bottles or cans,2019-03-26
823,4.8,MILK STOUT,"Sweet , black brew, chocolate, roasted flavours, smoked finish ",ANSTEY,"Thornton, Newman and Newton",503800195474,tallen@jones-morgan.org,22.21,bottles or cans,2019-03-10
824,5.0,NOOK IPA,"IPA using Chinook, Cascade hops giving this beer a fresh flavour",ANSTEY,Lewis and Sons,210003597507243,walkerkimberly@hotmail.com,10.78,bottles or cans,2019-04-08
825,4.6,AMBERELLA,"Amber ale, spicy, floral nose & hint of aniseed",ASHOVER,Davis-Oconnor,4272473282110,briannaalvarado@yahoo.com,74.1,bottles or cans,2019-03-21
826,3.9,LITTLEMOOR CITRA,Citra hopped pale ale,ASHOVER,Nelson and Sons,5441112569828121,sevans@robbins-mcdonald.com,16.07,draught,2019-03-22
827,4.4,THE FABRICK,"Golden brew, fruity flavour and crisp clean finish",ASHOVER,Deleon and Sons,30268482595573,dean31@gmail.com,38.65,draught,2019-04-01
828,5.8,THOR CAKE,"Brown ale with ginger, oats, treacle, orange peel & coriander ",ASHOVER,Mueller LLC,4083374037293421,christophersalinas@hotmail.com,89.03,bottles or cans,2019-01-26
829,5.5,ZOO,Pale ale brewed with Mosaic & Citra hops,ASHOVER,Lopez LLC,5298282904335803,lisabell@knight.biz,6.76,draught,2019-02-25
830,4.9,AURORA,Premium bitter,AURORA,Bell-Maxwell,210018067670560,floydbrandon@simmons-rasmussen.com,66.4,draught,2019-02-22
831,5.3,BIG DARK,Dark stout,AURORA,Reese-Cooley,3337604773408700,johnsonlisa@molina.org,50.27,draught,2019-01-26
832,4.2,CONSTELLATION,Traditional amber bitter ,AURORA,"Dillon, Hunter and Black",3088286793925201,jacquelineholmes@smith.biz,70.46,draught,2019-01-29
833,4.2,AUBURN FLAME,A red ale with spicy hops and a soft fruit finish.,BAILDON,Davis Group,4712462295243763,dhernandez@jones.com,14.19,bottles or cans,2019-02-18
834,5.5,RAVEN,A silky smooth plum porter,BAILDON,Price-Higgins,30365336558177,meganoneal@anderson-thompson.com,85.48,draught,2019-01-08
835,4.0,SIR TITUS SALT,A golden ale with a slight citrus note and earthy hop base,BAILDON,Jones-Perry,30414120115586,larsonelizabeth@taylor.org,13.85,bottles or cans,2019-03-20
836,4.0,CARNIVAL ALE,"Golden ale with English malts,  hopped for a light citrus finish",BARLOW,Barron PLC,210029411033009,wilsonamber@gmail.com,73.06,bottles or cans,2019-03-08
837,3.9,KORU,"Refreshing pale ale, citrus & pine aromas, subtle lime hints",BINGLEY,Clark-Murray,4092836005970759,bryansanchez@yahoo.com,94.47,bottles or cans,2019-02-12
838,4.3,PELHAM CROSS,"Pale bitter, chinook hops. Aromas of spice, pine & grapefruit",BINGLEY,Pham-Rowe,3112125633604404,mburke@carroll.com,66.4,draught,2019-01-04
839,4.5,TRI-STATE,"Golden US pale ale. Flavours of citrus, spice, lemon and pine",BINGLEY,Morales-Patton,869978953483333,ibridges@logan.net,82.27,draught,2019-01-08
840,6.0,CONFUSED BRUMMIE,"White stout! Made from British floor malt, lightly hopped",BIRMINGHAM BREWING CO,"Dalton, Ortiz and Juarez",869923817158986,terri90@best.com,16.24,bottles or cans,2019-01-11
841,5.5,GOLD BRUMMIE,American hopped IPA,BIRMINGHAM BREWING CO,Crawford and Sons,210067629685335,diana69@yahoo.com,54.53,bottles or cans,2019-04-02
842,4.3,BRASS THILL,"Golden, pale ale, with a citrus edge and a hint of honey",BLACKHILL,Larsen Ltd,3096561622514107,jordan05@yahoo.com,99.77,draught,2019-03-02
843,4.3,LOW MAIN,"Belgium Pale Ale,  biscuit aroma, hints of orange & spicy notes",BLACKHILL,Martin-Delacruz,30145175784203,hunteric@gill-flores.com,9.37,draught,2019-02-03
844,3.9,CLODHOPPER,"Golden Ale that has a soft, refreshing and enduring finish",BOOT,Murray Inc,4337899666106068,stephanierichard@hotmail.com,52.37,bottles or cans,2019-03-22
845,5.2,REBOOT,"Refreshing, moreish and loaded with American ‘C’ hops",BOOT,Castro-Ramos,3337923388700362,karenfields@yahoo.com,12.66,draught,2019-02-24
846,4.6,TUFFER'S OLD,"Velvety rich porter, notes of dark fruit, hazelnut, coffee & cocoa",BOOT,Brooks LLC,379526840357419,rachel72@gmail.com,99.73,bottles or cans,2019-04-07
847,4.2,GOLD DUST,Light IPA with lots of Centennial hops. Long bitter finish,BORN IN THE BORDERS,Hall PLC,30532395644640,jamescain@hotmail.com,28.04,bottles or cans,2019-01-02
848,3.8,SWIFT BEST,Rounded with strong malty undercut & balanced hop character,BOWNESS BAY,Washington-Goodman,6011190505653728,denise80@guerrero.com,21.48,bottles or cans,2019-02-03
849,5.8,BURNOUT,"Beech-smoked porter,  with sweet whisky notes ",BRASS CASTLE,Ortega-Campbell,869920646246818,ejackson@hotmail.com,38.78,draught,2019-03-31
850,3.8,CLIFFHANGER,"Cascade hopped golden ale, honours Coastguard Rescue Teams",BRASS CASTLE,"Hurley, Ryan and Johnson",869905172772253,susan77@yahoo.com,45.88,draught,2019-01-18
851,3.9,EMERGENCY BITTER,"Archetypal British session bitter, brewed to Cold War recipe ",BRASS CASTLE,"Dixon, Terry and Rodgers",4327585502425448,jasonaustin@gardner.com,48.34,bottles or cans,2019-02-14
852,4.2,HAZELNUT MILD,Luscious 5-malt nut brown mild with a delicate hazelnut aroma,BRASS CASTLE,Ryan-Sawyer,4750851770368,wilsonmichelle@hotmail.com,99.19,bottles or cans,2019-03-26
853,4.6,I AM GRUIT,"Spice/herb beer with lavender, bog myrtle, thyme & rosemary",BRASS CASTLE,"Velazquez, Travis and Griffith",6011445620510660,arichardson@reed-gonzalez.com,31.13,draught,2019-02-22
854,5.0,TYKEISH DELIGHT,"American-style amber ale, with characteristic floral notes",BRASS CASTLE,Aguilar Inc,6011123265340996,kristen39@yahoo.com,81.32,draught,2019-04-29
855,5.5,AMERICAN BLONDE,Crisp US style IPA with a rich malt character & a citrus fruit nose,BREWSHED,Patel Group,4374705757620608,jonathon57@white.com,51.24,draught,2019-02-01
856,4.7,VANILLA PORTER,Traditional brown/black smooth porter with a soft vanilla finish,BREWSHED,Keller LLC,4162924885590734,grayheather@hotmail.com,32.24,bottles or cans,2019-04-06
857,4.2,MILK STOUT,"Stout brewed with lactose for smooth sweetness, hint of vanilla ",BRIARBANK,"Garner, Harrison and Lee",180024694616725,uhernandez@gmail.com,3.61,draught,2019-02-10
